,EmployeeID,Name,Age,Gender,Department,JobTitle,City,Education,YearsOfExperience,Salary,Bonus,PerformanceScore,PerformanceRating,JoiningDate,Email,Phone
321,EMP13332,James Iyer,45.0,Male,Engineering,Data Scientist,Vancouver,MBA (Finance),17.0,832798,114558.0,6.2,Average,2018-04-29,james.iyer7225@outlook.com,2703655361
322,EMP13818,Amir Bose,37.0,Female,Finance,Financial Analyst,Leeds,MBBS,11.0,841989,196062.0,7.8,Poor,2020-04-08,amir.bose4678@company.org,0659758893
323,EMP12162,John Ahmed,48.0,Other,Sales,Project Manager,Houston,BSc,20.0,154581,77324.0,3.3,Average,2013-08-24,john.ahmed8580@company.org,3663007682
324,EMP10135,Arjun Gupta,46.0,Female,Finance,Qa Engineer,Vancouver,PhD,21.0,137400,423711.0,3.8,Poor,2005-07-15,arjun.gupta1883@yahoo.com,6462947126
325,EMP14391,James Hernandez,49.0,Female,Logistics,Business Analyst,Edinburgh,Ph.D,33.0,957516,49804.0,6.2,Average,2022-07-25,james.hernandez8172@gmail.com,3342679645
326,EMP11885,Lakshmi Wang,33.0,Female,Sales,Hr Manager,Bangalore,MCA,33.0,822411,340943.0,4.1,excellent,2012-07-15,lakshmi.wang394@outlook.com,3302318235
327,EMP11262,Liu Hashmi,48.0,Female,Quality,Senior Developer,Seoul,BCA,2.0,714384,305460.0,9.7,excellent,2010-01-17,liu.hashmi8550@outlook.com,7636682194
328,EMP11198,Zara Johnson,30.0,Female,Operations,Intern,Dallas,B.Tech.,25.0,397652,80968.0,3.3,Good,2009-10-15,zara.johnson8393@yahoo.com,3016615730
329,EMP11735,Anjali Gonzalez,53.0,Female,Sales,Hr Manager,Montreal,MBA (HR),37.0,918548,237858.0,8.9,Average,2011-12-09,anjali.gonzalez2313@company.org,3416591124
330,EMP12456,Amit Mukherjee,44.0,Other,Legal,Network Engineer,Bangkok,bba,2.0,808353,92384.0,7.8,Poor,2014-10-27,amit.mukherjee3117@yahoo.com,5433475023
331,EMP12483,Vikram Chen,23.0,Other,It,Legal Counsel,Dammam,BTECH,33.0,328971,290961.0,5.9,Poor,2014-12-06,vikram.chen4577@hotmail.com,5063448391
332,EMP11028,Lakshmi Menon,55.0,Male,R&D,Sales Executive,Toronto,PhD,36.0,166235,281369.0,8.0,Excellent,2009-02-09,lakshmi.menon8986@hotmail.com,8064926078
333,EMP12865,Liam Huang,42.0,Other,Marketing,Business Analyst,Bangkok,MCA,17.0,761902,413825.0,9.4,Good,2016-06-16,liam.huang7118@company.org,6685232024
334,EMP10506,Lin Singh,35.0,Male,Operations,Sales Executive,Surat,diploma,20.0,396240,147308.0,5.5,Good,2007-01-08,lin.singh8314@company.org,1741591971
335,EMP13853,Nour Brown,23.0,Male,Quality,Vp,Ottawa,Post Graduate,33.0,794424,152748.0,1.3,Good,2020-05-30,nour.brown5156@gmail.com,7011927950
336,EMP12437,Oliver Rodriguez,28.0,Other,Sales,Sales Executive,Jaipur,B.Sc,28.0,697334,31786.0,9.0,Poor,2014-09-30,oliver.rodriguez5742@hotmail.com,6674156332
337,EMP14520,Wang Miller,23.0,Female,Admin,Data Scientist,Kuala Lumpur,Post Graduate,26.0,759030,36059.0,9.5,Good,2023-01-29,wang.miller7385@company.org,2890129539
338,EMP13574,Hassan Robinson,25.0,Male,Hr,Software Engineer,Kuwait City,M.Sc,9.0,797325,274886.0,7.7,Bad,2019-04-18,hassan.robinson1822@company.org,6306451159
339,EMP12563,Arjun Li,61.0,Other,Customer Support,Legal Counsel,Edinburgh,BSc,25.0,672340,453059.0,1.6,Bad,2015-04-02,arjun.li5362@gmail.com,6240369052
340,EMP14029,Sara Mukherjee,34.0,Other,Engineering,Hr Manager,Ottawa,BTech,29.0,299857,395695.0,1.2,Poor,2021-02-11,sara.mukherjee8300@outlook.com,4640135769
341,EMP14124,Michael Zhao,58.0,Male,R&D,Vp,Leeds,BBA,25.0,893972,237799.0,5.5,Good,2021-06-30,michael.zhao6926@yahoo.com,9132433684
342,EMP10626,Rohan Rao,52.0,Male,Admin,Ux Designer,Dubai,B.Tech.,32.0,917914,264328.0,1.6,Average,2007-07-03,rohan.rao5546@outlook.com,5789265735
343,EMP10420,Luis Taylor,28.0,Male,R&D,Database Admin,Leeds,B.Com,23.0,972669,350924.0,8.4,Bad,2006-09-05,luis.taylor8007@yahoo.com,4851827184
344,EMP12132,Juan Mukherjee,28.0,Male,Admin,Product Manager,Sheffield,PhD,9.0,970133,15377.0,6.3,Excellent,2013-07-11,juan.mukherjee5123@company.org,4613159155
345,EMP12225,Hana Flores,31.0,Other,Admin,Project Manager,Jeddah,BTECH,25.0,701157,486255.0,4.9,Good,2013-11-24,hana.flores8764@company.org,0660555498
346,EMP11511,Hassan Ali,25.0,Female,R&D,Qa Engineer,Riyadh,B.Arch,17.0,703330,104657.0,9.5,Poor,2011-01-16,hassan.ali924@company.org,3209530307
347,EMP10368,Oliver Nair,49.0,Male,Procurement,Network Engineer,Shanghai,bba,19.0,298465,93377.0,1.8,Good,2006-06-21,oliver.nair459@hotmail.com,3711450594
348,EMP13791,Ting Akhtar,26.0,Other,R&D,Qa Engineer,Jakarta,BBA,20.0,486270,477616.0,6.1,Average,2020-02-29,ting.akhtar3308@company.org,7855579829
349,EMP14629,Rohan Zhou,31.0,Female,Procurement,Scrum Master,Philadelphia,MBA (HR),17.0,117570,252377.0,5.6,Bad,2023-07-07,rohan.zhou91@outlook.com,0904328036
350,EMP10627,Karim Malik,45.0,Other,Marketing,Financial Analyst,Dallas,mba (finance),5.0,976355,280456.0,5.6,Good,2007-07-04,karim.malik3389@yahoo.com,3751441962
351,EMP13008,Ali Perez,46.0,Female,Quality,Procurement Manager,Manchester,Diploma,35.0,878462,103764.0,5.9,Good,2017-01-11,ali.perez3830@gmail.com,5598768759
352,EMP10975,Ali Robinson,33.0,Other,R&D,Ux Designer,Jakarta,BCA,33.0,237076,66768.0,1.2,Good,2008-11-24,ali.robinson1358@company.org,0549053770
353,EMP13281,Tariq Wang,60.0,Female,Quality,Financial Analyst,London,diploma,12.0,355072,466182.0,9.5,Good,2018-02-14,tariq.wang6792@hotmail.com,2259977400
354,EMP11430,Mariam Iyer,25.0,Male,Marketing,Team Lead,Calgary,BCA,31.0,392708,177678.0,5.8,Good,2010-09-19,mariam.iyer7004@company.org,0351735875
355,EMP10634,Wei Hussain,54.0,Female,Logistics,Ux Designer,Singapore,MBA (HR),13.0,25078,290876.0,7.5,Good,2007-07-14,wei.hussain6310@yahoo.com,4464733022
356,EMP13992,Nour Farooq,31.0,Other,It,Project Manager,Austin,BCA,7.0,173030,157063.0,9.9,Bad,2020-12-19,nour.farooq1717@gmail.com,2625261697
357,EMP13752,Kavya Zhang,38.0,Other,Logistics,Business Analyst,Kolkata,mba (finance),19.0,331211,499977.0,5.2,Poor,2020-01-03,kavya.zhang7392@gmail.com,6658416944
358,EMP11458,Pooja Farooq,38.0,Female,Customer Support,Team Lead,Jakarta,PHD,14.0,410722,381088.0,7.2,Average,2010-10-30,pooja.farooq4793@gmail.com,6724549047
359,EMP14788,Wang Flores,40.0,Female,Logistics,Director,Beijing,LLB,16.0,866727,196352.0,7.8,Poor,2024-02-25,wang.flores8468@yahoo.com,2063109950
360,EMP11713,James Liu,27.0,Female,Logistics,Scrum Master,Delhi,BSc,21.0,347339,373343.0,3.5,Good,2011-11-07,james.liu1165@yahoo.com,7040187426
361,EMP11670,Ashley Wilson,26.0,Male,Quality,Director,Birmingham,M.Sc,21.0,38587,135827.0,5.7,Average,2011-09-05,ashley.wilson7814@gmail.com,2900627151
362,EMP13439,Wei Gonzalez,28.0,Male,Legal,Sales Executive,Ahmedabad,BTECH,4.0,60571,469724.0,7.0,Good,2018-10-03,wei.gonzalez9286@hotmail.com,4701406426
363,EMP13749,Ana Chen,41.0,Male,Quality,Cloud Architect,Beijing,mba,14.0,516946,286729.0,4.7,Good,2019-12-30,ana.chen7852@company.org,9669404394
364,EMP13788,David Alvi,38.0,Male,Engineering,Legal Counsel,Mumbai,B.Tech,28.0,928539,417976.0,5.2,Good,2020-02-25,david.alvi9833@gmail.com,2873883945
365,EMP14819,Lucas Williams,47.0,Male,Operations,Intern,Dammam,b.com,36.0,941300,38140.0,2.8,Average,2024-04-10,lucas.williams5164@yahoo.com,7595749049
366,EMP13279,Maria Reddy,37.0,Female,Logistics,Scrum Master,Dubai,B.Arch,9.0,100456,71785.0,7.9,Good,2018-02-11,maria.reddy6587@company.org,0000000000
367,EMP10718,Amit Baig,21.0,Other,Finance,Marketing Specialist,San Diego,Ph.D,36.0,170609,122393.0,3.4,Good,2007-11-14,amit.baig1651@yahoo.com,6007441854
368,EMP10223,Neha Wang,61.0,Male,Logistics,Qa Engineer,Bristol,BSc,4.0,635191,359318.0,3.7,Average,2005-11-21,neha.wang8340@gmail.com,5822523167
369,EMP10768,Aarav Miller,59.0,Female,Admin,Database Admin,Tokyo,bba,2.0,945778,204673.0,8.2,Poor,2008-01-26,aarav.miller789@outlook.com,7671845864
370,EMP14285,Hana Davis,46.0,Male,Procurement,Scrum Master,Bangkok,LLB,29.0,781105,470396.0,1.5,Good,2022-02-20,hana.davis4477@yahoo.com,3501499795
371,EMP12972,Suresh Baig,46.0,Other,Quality,Project Manager,Muscat,BSc,5.0,465748,29351.0,8.0,Good,2016-11-19,suresh.baig409@company.org,6330926054
372,EMP11690,Lakshmi Liu,41.0,Male,Operations,Security Analyst,Chicago,mba,1.0,725349,138842.0,8.3,Bad,2011-10-04,lakshmi.liu3659@company.org,6488358310
373,EMP11150,Mariam Menon,23.0,Other,Hr,Operations Manager,Beijing,MBA,11.0,97099,239369.0,8.9,Good,2009-08-06,mariam.menon9519@outlook.com,5104793245
374,EMP13973,Ana Brown,38.0,Female,Sales,Logistics Coordinator,Sydney,Post Graduate,23.0,484367,239170.0,6.2,Excellent,2020-11-21,ana.brown194@gmail.com,7143361558
375,EMP14210,Amanda Pillai,50.0,Male,Procurement,Product Manager,Seoul,mba (finance),6.0,22477,376358.0,3.8,Bad,2021-11-02,amanda.pillai3744@hotmail.com,2346961708
376,EMP13011,Hassan Mirza,21.0,Female,Quality,Business Analyst,Dammam,BTECH,8.0,70326,192708.0,1.1,Average,2017-01-15,hassan.mirza7921@yahoo.com,6793909441
377,EMP12475,Layla Taylor,22.0,Male,Quality,Devops Engineer,Doha,PHD,0.0,425628,112519.0,5.1,Good,2014-11-24,layla.taylor5413@hotmail.com,9852341659
378,EMP12399,Mia Williams,36.0,Other,Customer Support,Legal Counsel,Leeds,Ph.D,25.0,65530,273334.0,5.7,Poor,2014-08-05,mia.williams3391@yahoo.com,6584344644
379,EMP10492,Robert Farooq,36.0,Female,Operations,Software Engineer,Ahmedabad,M.Tech,18.0,859335,380723.0,4.4,Average,2006-12-19,robert.farooq7266@outlook.com,0266334960
380,EMP14713,Noah Torres,39.0,Female,Operations,Devops Engineer,Montreal,BBA,1.0,688144,459383.0,6.6,Good,2023-11-07,noah.torres8194@company.org,7480259310
381,EMP11891,Ana Ramirez,37.0,Other,Legal,Director,Kuala Lumpur,MBBS,10.0,333982,105303.0,9.6,Poor,2012-07-24,ana.ramirez9541@outlook.com,7396067736
382,EMP14927,Sofia Hussain,55.0,Male,Marketing,Team Lead,Edinburgh,diploma,4.0,646377,206041.0,3.7,Average,2024-09-15,sofia.hussain8992@gmail.com,6464332083
383,EMP14565,Sneha Johnson,58.0,Female,Engineering,Network Engineer,Beijing,B.E,31.0,690164,268134.0,7.3,Average,2023-04-05,sneha.johnson7634@hotmail.com,7956469756
384,EMP13099,Aarav Jackson,51.0,Female,Operations,Marketing Specialist,Doha,DIPLOMA,12.0,950881,106832.0,6.4,Average,2017-05-24,aarav.jackson4765@company.org,9961092856
385,EMP13714,Hassan Williams,50.0,Other,Finance,Network Engineer,Montreal,PHD,5.0,913496,103032.0,1.1,Excellent,2019-11-09,hassan.williams1858@outlook.com,3536767638
386,EMP13560,Pooja Ansari,47.0,Female,Customer Support,Security Analyst,Doha,DIPLOMA,8.0,31611,321748.0,5.1,Poor,2019-03-29,pooja.ansari9150@gmail.com,3290659178
387,EMP14813,Ravi Joshi,37.0,Male,Engineering,Scrum Master,Kolkata,B.Arch,17.0,751688,448686.0,9.0,Bad,2024-04-01,ravi.joshi6399@hotmail.com,1350116464
388,EMP12275,Xiao Johnson,57.0,Female,Customer Support,Hr Manager,Austin,M.Com,12.0,556725,148145.0,4.5,Good,2014-02-05,xiao.johnson2822@company.org,2157004151
389,EMP13296,Liam Sheikh,21.0,Other,R&D,Sales Executive,Los Angeles,BSc,24.0,769364,482753.0,8.2,Average,2018-03-08,liam.sheikh8104@hotmail.com,4024286474
390,EMP11813,Fatima Hernandez,58.0,Male,Finance,Operations Manager,Surat,mba (finance),21.0,270691,225574.0,6.4,Good,2012-04-01,fatima.hernandez613@company.org,4741826003
391,EMP12395,Yang Lewis,49.0,Male,Sales,Operations Manager,Ahmedabad,mba,10.0,507612,253192.0,5.3,Good,2014-07-30,yang.lewis3519@outlook.com,4445432184
392,EMP11616,Arjun Sheikh,43.0,Female,Logistics,Network Engineer,Philadelphia,llb,23.0,553376,337308.0,8.6,Good,2011-06-18,arjun.sheikh3899@gmail.com,9148730784
393,EMP10334,Nadia Ibrahim,49.0,Female,Sales,Hr Manager,Sydney,b.com,30.0,191953,55951.0,7.2,Poor,2006-05-02,nadia.ibrahim2350@hotmail.com,7247463881
394,EMP10320,Mariam Qureshi,36.0,Male,Finance,Security Analyst,Bangkok,LLB,35.0,455805,255521.0,2.1,Poor,2006-04-12,mariam.qureshi7747@company.org,8043732570
395,EMP13622,Ethan Zhang,41.24868893182445,Male,Operations,Procurement Manager,Riyadh,llb,13.0,301970,290122.0,2.4,Average,2019-06-27,ethan.zhang4601@gmail.com,7029406055
396,EMP14870,Suresh Patel,57.0,Other,Admin,Product Manager,Perth,mba (finance),9.0,903503,499868.0,3.5,Good,2024-06-24,suresh.patel8286@company.org,4210415777
397,EMP14204,Fatima Siddiqui,39.0,Other,Logistics,Devops Engineer,Philadelphia,BSc,10.0,327182,222493.0,8.0,Good,2021-10-24,fatima.siddiqui1875@company.org,0518760455
398,EMP14068,Amanda Thomas,55.0,Female,It,Senior Developer,London,diploma,14.0,520755,485287.0,8.9,Good,2021-04-09,invalid_email,9114513123
399,EMP12220,Vikram Bukhari,24.0,Female,It,Marketing Specialist,Phoenix,BTech,1.0,179035,277348.0,7.4,Average,2013-11-17,vikram.bukhari9860@outlook.com,2484876672
400,EMP12244,Suresh Baig,24.0,Other,Finance,Project Manager,New York,MBA,7.0,332398,124499.0,6.2,Average,2013-12-22,suresh.baig2147@outlook.com,8139250809
401,EMP12645,Sara Singh,56.0,Male,Logistics,Ux Designer,Adelaide,MBA (Finance),12.0,889784,317112.0,1.4,Poor,2015-07-31,sara.singh6355@gmail.com,1032200315
402,EMP14754,Robert Farooq,58.0,Female,Procurement,Network Engineer,Delhi,Ph.D,29.0,207991,307796.0,8.5,Poor,2024-01-06,robert.farooq8343@outlook.com,9809309439
403,EMP14893,Lucas Rodriguez,33.0,Male,Engineering,Project Manager,Beijing,M.Tech,12.0,75798,215634.0,6.8,Good,2024-07-27,lucas.rodriguez2823@gmail.com,9212367514
404,EMP11360,Fang Hassan,47.0,Male,Legal,Software Engineer,Kuala Lumpur,B.Sc,16.0,844841,179526.0,3.9,Poor,2010-06-09,fang.hassan7587@company.org,7107027514
405,EMP11648,Sara Liu,56.0,Female,Engineering,Product Manager,Sheffield,BCA,30.0,81654,302928.0,3.1,Good,2011-08-04,sara.liu2998@gmail.com,2727254804
406,EMP10343,Luis Sheikh,56.0,Female,Sales,Qa Engineer,Ahmedabad,BE,25.0,405149,29640.0,2.0,Poor,2006-05-15,luis.sheikh688@company.org,7931186459
407,EMP13323,Nadia Thompson,61.0,Other,Customer Support,Software Engineer,Dallas,B.Sc,20.0,290121,62028.0,8.9,Poor,2018-04-16,nadia.thompson4796@gmail.com,4416178751
408,EMP10323,Ana Iyer,47.0,Female,Engineering,Operations Manager,Ahmedabad,M.Tech,24.0,401688,85026.0,7.9,excellent,2006-04-16,ana.iyer1967@outlook.com,5065509520
409,EMP12262,Hassan Thompson,29.0,Male,Finance,Marketing Specialist,San Antonio,mba (finance),13.0,820946,424309.0,8.4,Bad,2014-01-17,hassan.thompson8661@yahoo.com,0461028273
410,EMP12718,Karim Lewis,55.0,Female,Logistics,Business Analyst,Beijing,M.Com,0.0,713337,330900.0,1.0,Excellent,2015-11-14,karim.lewis8540@yahoo.com,7711064310
411,EMP11467,Kiran Miller,33.0,Female,Engineering,Security Analyst,Calgary,B.E,33.0,282876,416110.0,6.5,Poor,2010-11-12,kiran.miller5788@company.org,5456956910
412,EMP12931,Rania Martinez,25.0,Female,R&D,Database Admin,Doha,DIPLOMA,3.0,240685,9999999999.0,9.5,excellent,2016-09-21,rania.martinez9747@outlook.com,4310139752
413,EMP13614,Hana Wang,22.0,Female,Admin,Team Lead,Sydney,B.Sc,32.0,582602,151568.0,2.6,Excellent,2019-06-15,hana.wang6056@outlook.com,7125222844
414,EMP10989,Noah Menon,34.0,Female,Customer Support,Software Engineer,Muscat,bba,25.0,890123,12000.0,8.9,Average,2008-12-14,noah.menon1055@gmail.com,1512391605
415,EMP12691,Ashley Miller,26.0,Female,Human Resources,Procurement Manager,Sharjah,Ph.D,22.0,333243,232143.0,3.4,Good,2015-10-06,ashley.miller3825@yahoo.com,0408177170
416,EMP11204,Bilal Menon,23.0,Male,Human Resources,Sales Executive,Chennai,BCA,19.0,678123,349208.0,6.1,Excellent,2009-10-24,bilal.menon9965@gmail.com,3508147773
417,EMP14949,Ali Wu,33.0,Female,R&D,Database Admin,Houston,MBA,28.0,612598,337002.0,3.9,Good,2024-10-17,ali.wu298@yahoo.com,8945574540
418,EMP14525,Karim Flores,46.0,Other,It,Data Analyst,Pune,M.Tech,18.0,902634,437402.0,12.46920088790233,Poor,2023-02-05,karim.flores1755@outlook.com,7130096338
419,EMP14025,Luis Hassan,30.0,Male,Sales,Network Engineer,Dubai,MBA (Finance),4.0,817214,398897.0,2.2,Good,2021-02-05,luis.hassan1449@outlook.com,5200146082
420,EMP10120,Pedro Hassan,55.0,Male,Finance,Procurement Manager,New York,B.E,18.0,280284,415838.0,3.6,Poor,2005-06-23,pedro.hassan3976@yahoo.com,0827364295
421,EMP12432,Sneha Rao,58.0,Male,Marketing,Data Scientist,Jaipur,BCA,6.0,573248,70457.0,3.2,Average,2014-09-22,sneha.rao6043@gmail.com,4424148707
422,EMP13255,Ali Shah,45.0,Other,Operations,Hr Manager,Seoul,Ph.D,36.0,284832,401716.0,4.0,Average,2018-01-07,ali.shah4672@outlook.com,8292639188
423,EMP10374,Sofia Davis,41.0,Other,Legal,Network Engineer,Riyadh,bba,32.0,175614,124952.0,1.6,Bad,2006-06-29,sofia.davis8499@yahoo.com,2467288833
424,EMP10918,Anjali Sharma,49.0,Female,Finance,Software Engineer,Manila,diploma,3.0,255395,137598.0,2.7,Average,2008-09-01,anjali.sharma4715@hotmail.com,3325156250
425,EMP11788,Rajesh Sanchez,43.0,Female,Operations,Security Analyst,Melbourne,M.Com,5.0,504118,244683.0,6.8,Good,2012-02-24,rajesh.sanchez8024@hotmail.com,7059991416
426,EMP11775,John Chaudhry,54.0,Male,Customer Support,Financial Analyst,Abu Dhabi,B.Sc,19.0,241118,374577.0,6.4,Poor,2012-02-05,john.chaudhry6081@gmail.com,5929752068
427,EMP11375,Wei Bose,49.0,Male,Hr,Procurement Manager,Houston,BCA,12.0,708465,267865.0,6.5,Poor,2010-07-01,wei.bose7983@yahoo.com,0829854155
428,EMP11189,Layla Singh,22.0,Male,Admin,Sales Executive,Nottingham,M.Sc,14.0,609233,371234.0,9.4,Average,2009-10-02,layla.singh8360@yahoo.com,1149258937
429,EMP14372,Vikram Torres,50.0,Female,R&D,Hr Manager,Birmingham,BBA,26.0,324794,487594.0,3.4,Poor,2022-06-27,vikram.torres5912@yahoo.com,3724156210
430,EMP11744,Fang Young,60.0,Male,Customer Support,Marketing Specialist,Hong Kong,MBA (HR),23.0,224232,125474.0,5.2,Bad,2011-12-22,fang.young5034@company.org,6472292222
431,EMP14388,Amir Wilson,56.0,Male,Finance,Intern,Los Angeles,mba (finance),12.0,891815,234009.0,1.5,Average,2022-07-20,amir.wilson8535@gmail.com,9150573432
432,EMP10969,Liam Harris,44.0,Female,Marketing,Data Scientist,San Diego,B.Arch,35.0,950827,233838.0,3.3,Bad,2008-11-15,liam.harris3584@outlook.com,6810502104
433,EMP13863,Zhang Robinson,55.0,Female,Customer Support,Business Analyst,Jakarta,Diploma,14.0,714318,84053.0,8.7,Bad,2020-06-13,zhang.robinson571@company.org,0704702443
434,EMP13162,Carlos Jones,53.0,Male,Logistics,Project Manager,Calgary,BTECH,7.0,42039,175344.0,5.2,Bad,2017-08-24,carlos.jones6721@outlook.com,2910051063
435,EMP14500,Fatima Hashmi,24.0,Male,Customer Support,Procurement Manager,Kuwait City,b.com,3.0,978491,391556.0,3.6,Excellent,2022-12-31,fatima.hashmi8217@yahoo.com,1000539824
436,EMP12642,Lucas Ansari,47.0,Male,Marketing,Operations Manager,Ottawa,mba,37.0,661916,483643.0,8.4,Poor,2015-07-26,lucas.ansari6191@yahoo.com,7009473920
437,EMP11730,John Davis,23.0,Male,Human Resources,Procurement Manager,Beijing,BSc,7.0,521763,494778.0,5.0,Good,2011-12-02,john.davis8192@gmail.com,1428231217
438,EMP13470,Amir Williams,47.0,Female,Sales,Devops Engineer,Surat,MBBS,7.0,740537,111465.0,5.8,Good,2018-11-17,amir.williams1520@hotmail.com,1873631594
439,EMP12481,Isabella Gupta,150.0,Female,Sales,Product Manager,New York,MCA,22.0,458836,61582.0,3.7,Poor,2014-12-03,isabella.gupta9417@company.org,8940222111
440,EMP12682,Xiao Perez,52.0,Female,Marketing,Project Manager,Pune,LLB,20.0,894884,378457.0,9.2,Bad,2015-09-23,xiao.perez9867@yahoo.com,7396882575
441,EMP11307,Rohan Hussain,54.0,Male,Marketing,Director,Calgary,MBA (HR),13.0,87285,129901.0,3.8,Poor,2010-03-24,rohan.hussain9994@company.org,8698677122
442,EMP11010,Chen Liu,24.0,Male,It,Devops Engineer,Calgary,PHD,34.0,660703,215902.0,7.1,Good,2009-01-14,chen.liu353@outlook.com,5416423735
443,EMP12567,Ali Martin,31.0,Male,Engineering,Marketing Specialist,Hong Kong,BTech,4.0,931880,279642.0,2.9,Good,2015-04-08,ali.martin5181@gmail.com,9538055491
444,EMP11482,Sarah Young,32.0,Female,Operations,Director,Delhi,BTech,0.0,473940,78486.0,7.1,Average,2010-12-04,sarah.young4736@hotmail.com,0760681640
445,EMP10286,James Miller,24.0,Other,Logistics,Data Scientist,Montreal,M.Com,1.0,172634,70693.0,8.3,Good,2006-02-21,james.miller8997@yahoo.com,6564480058
446,EMP12265,Rajesh Liu,27.0,Other,Engineering,Hr Manager,Nottingham,B.E,25.0,237745,382830.0,2.1,Average,2014-01-21,rajesh.liu3011@outlook.com,0404332568
447,EMP12707,Amanda Robinson,52.0,Male,Engineering,Software Engineer,Nottingham,Diploma,22.0,788306,413039.0,6.9,Good,2015-10-29,amanda.robinson2402@outlook.com,1379094905
448,EMP13663,Liam Sanchez,31.0,Other,Finance,Procurement Manager,Dallas,MBA (HR),14.0,238467,459049.0,3.8,Bad,2019-08-26,liam.sanchez2752@gmail.com,9038020516
449,EMP10493,Omar Davis,30.0,Female,Engineering,Team Lead,Muscat,Post Graduate,20.0,774702,98095.0,4.2,Average,2006-12-20,omar.davis861@hotmail.com,8453813979
450,EMP13130,Liu Rao,56.0,Female,R&D,Software Engineer,Perth,BBA,34.0,390604,470664.0,4.4,Average,2017-07-08,liu.rao364@outlook.com,6661536985
451,EMP13878,Carlos Chen,36.0,Other,Finance,Hr Manager,Riyadh,M.Tech,13.0,440019,31358.0,5.9,Average,2020-07-05,carlos.chen6405@yahoo.com,1263831880
452,EMP10745,Layla Rizvi,48.0,Other,Logistics,Network Engineer,Perth,B.Arch,13.0,338429,121516.0,1.1,Good,2007-12-24,layla.rizvi6932@hotmail.com,4896537051
453,EMP12058,Juan Liu,24.0,Male,Procurement,Devops Engineer,Chicago,B.E,32.0,736868,184265.0,9.9,Good,2013-03-25,juan.liu3528@outlook.com,2671194454
454,EMP10675,Pedro Banerjee,52.0,Other,Logistics,Director,Sharjah,Ph.D,7.0,763447,349304.0,1.2,Good,2007-09-12,pedro.banerjee957@yahoo.com,5444918314
455,EMP10878,Arjun Garcia,32.0,Male,Procurement,Team Lead,Leeds,M.Com,24.0,772863,393953.0,1.3,Good,2008-07-05,arjun.garcia6481@company.org,4031649153
456,EMP12442,James Torres,50.0,Other,Hr,Team Lead,Bangkok,Post Graduate,35.0,669362,112324.0,4.4,excellent,2014-10-07,james.torres6753@yahoo.com,0324616537
457,EMP11175,Chen Singh,38.0,Other,Engineering,Project Manager,Brisbane,llb,13.0,347285,397097.0,5.4,Bad,2009-09-12,chen.singh9469@yahoo.com,5007697655
458,EMP10010,Faisal Farooq,44.0,Other,Admin,Operations Manager,Beijing,mba,26.0,41516,146099.0,8.2,Poor,2005-01-14,faisal.farooq8230@yahoo.com,2048595084
459,EMP10561,Mariam Sheikh,44.0,Female,It,Vp,London,MCA,31.0,763002,53301.0,3.9,excellent,2007-03-30,mariam.sheikh6825@hotmail.com,6479354559
460,EMP13175,Arjun Rizvi,22.0,Male,Engineering,Scrum Master,Jaipur,B.Com,31.0,306010,114586.0,2.1,Good,2017-09-12,arjun.rizvi6000@yahoo.com,3671563778
461,EMP13334,Ali Qureshi,37.0,Other,Hr,Product Manager,Philadelphia,B.Tech,8.0,277197,58646.0,1.3,Poor,2018-05-02,ali.qureshi5942@yahoo.com,0699308905
462,EMP10105,Vikram Joshi,43.0,Female,Procurement,Data Analyst,Chennai,B.Tech,22.0,959653,461755.0,3.0,Poor,2005-06-01,vikram.joshi3251@yahoo.com,0603476554
463,EMP10928,Robert Joshi,34.0,Female,Quality,Scrum Master,Los Angeles,BSc,5.0,109937,119739.0,7.0,Poor,2008-09-16,robert.joshi1994@outlook.com,8969316761
464,EMP10102,Layla Singh,31.0,Other,Hr,Hr Manager,Kuwait City,BTECH,10.0,845544,249229.0,3.3,Poor,2005-05-28,layla.singh5915@company.org,2705348256
465,EMP11048,Lakshmi Mukherjee,40.0,Female,Customer Support,Intern,Seoul,MCA,10.0,987721,367688.0,7.3,Poor,2009-03-10,lakshmi.mukherjee8887@hotmail.com,3578294451
466,EMP12608,Fang Miller,27.0,Male,Procurement,Cloud Architect,Ahmedabad,MBBS,0.0,359823,94492.0,5.2,Good,2015-06-07,fang.miller3639@hotmail.com,9146297563
467,EMP10616,Dina Brown,22.0,Male,Finance,Product Manager,Hong Kong,BTech,18.418565869927736,413503,348323.0,3.6,Good,2007-06-18,dina.brown46@hotmail.com,7142101849
468,EMP13633,Ava Martin,41.0,Other,Marketing,Network Engineer,Riyadh,BTECH,7.0,491981,364480.0,4.0,Good,2019-07-13,ava.martin3149@company.org,9213773519
469,EMP11599,Kiran Kumar,48.0,Male,Marketing,Software Engineer,Austin,MBBS,30.0,702784,198826.0,2.5,Good,2011-05-24,kiran.kumar6329@outlook.com,6666708494
470,EMP11104,David Lopez,150.0,Male,Quality,Procurement Manager,Hyderabad,PhD,5.0,733403,58738.0,9.4,Good,2009-05-31,david.lopez8499@gmail.com,0515730624
471,EMP10519,Emily Kumar,42.0,Other,Operations,Database Admin,Nottingham,MBBS,36.0,338530,419059.0,7.8,Average,2007-01-27,emily.kumar165@hotmail.com,7834401178
472,EMP13662,Wang Zhao,52.0,Other,Marketing,Product Manager,Sydney,bba,3.0,686731,73526.0,1.6,Average,2019-08-25,wang.zhao5059@hotmail.com,8057906366
